kungfu,index,name,description,icon,version,effectId
紫霞功,10,破势,“镇山河”调息时间降低1分钟，施展时不再生成气场，而是强化自身当前“气剑”，对非侠士目标伤害提高100%，持续3分钟。,13384,1.0.0.3931,
紫霞功,11,重光,“万世不竭”运功时间降低1秒，“气剑”每轮攻击频率提高25%且只会攻击自身选中的目标。,4938,1.0.0.3931,
紫霞功,11,凶年,“生太极”作用范围提高5尺，减速效果提高到45%。,7437,1.0.0.3931,
紫霞功,11,平笃,“坐忘无我”消失后，使下一个“四象轮回”无须运功且伤害提高50%。,7445,1.0.0.3931,
紫霞功,11,自化,“万世不竭”一段“气剑”每轮命中目标将额外造成一次伤害，命中目标有20%几率锁足目标并为目标添加“气竭”效果，持续5秒。自身任何招式命中带有“气竭”效果的目标将引爆造成6尺范围混元性内功伤害，该效果3秒内对同一目标只生效一次。,4552,1.0.0.3931,
紫霞功,11,虚实,“气剑”每次攻击目标，若自身存在“坐忘无我”气劲，则为其回复根骨的0.5倍吸收量。,13387,1.0.0.3931,
紫霞功,12,若水,“紫气东来”持续时间降低至8秒，时间可累加，为3层充能技能，60秒充能时间。,7470,1.0.0.3931,
紫霞功,12,固本,“紫气东来”调息时间降低30秒，基础攻击力提高至50%，立刻获得5柄“万世不竭·气剑”。,7475,1.0.0.3931,
紫霞功,12,规焉,受到任何技能伤害导致自身气血值低于40%，则清除自身“化生势”效果并立刻重置“镇山河”调息时间，该效果最多每2分钟触发一次。,7492,1.0.0.3931,
紫霞功,12,剑出鸿蒙,若场上存在自身气场则会在自身气场中心上空产生“鸿蒙古剑”，1.5秒后“鸿蒙古剑”会坠落至气场之中，对10尺范围内的3个目标造成混元性内功伤害并击退。,7511,1.0.0.3931,
紫霞功,12,穹隆化生,自身将向前冲刺，持续2秒，可以转向，结束后在脚下生成“生太极”气场，并回复自身10%的最大气血值。,14083,1.0.0.3931,
离经易道,1,弹指,“提针”的疗伤效果提高25%。,4564,1.0.0.3931,
离经易道,1,竭沢,“提针”的运功时间降低0.25秒。,3401,1.0.0.3931,
离经易道,1,少阳指,施展“商阳指”使目标移动速度降低60%，持续4秒。,1517,1.0.0.3931,
离经易道,2,烟霞,“提针”运功不会被打退，会心几率提高10%，会心效果提高10%。,4219,1.0.0.3931,
离经易道,2,生息,“握针”施展距离提高4尺，施展后立即回复目标气血值，效果期间玩家受到的治疗效果提高10%，该效果同时只能作用一个目标。,9528,1.0.0.3931,
离经易道,2,花语,“碧水滔天”调息时间降低25秒，且效果持续期间，每秒回复目标6%气血值。,407,1.0.0.3931,
离经易道,3,青律,“长针”的运功时间减少0.375秒，使目标附带1层春泥护花效果，对于同一目标每2秒触发一次该效果。若目标拥有40%及以上的其他减伤效果则不生效。,3006,1.0.0.3931,
离经易道,3,月华,“长针”同时对目标周围8尺范围内的5个友方目标回复气血值。该效果不受到“长针”秘籍的影响。,3009,1.0.0.3931,
离经易道,3,桃源,运功期间受到攻击有40%几率使自身获得“春泥护花”效果，且“春泥护花”消失额外回复1%气血最大值。,403,1.0.0.3931,
离经易道,3,清风垂露,为友方目标卸除阳性不利效果、阴性不利效果、混元不利效果、毒性不利效果、点穴不利效果、持续伤害不利效果各一个。,1523,1.0.0.3931,
离经易道,4,月斜,“星楼月影”持续期间，获得化解自身最大气血值30%伤害的护盾。,12732,1.0.0.3931,
离经易道,4,风雨,“春泥护花”效果消失后，有几率于保护目标位置及周围10尺随机位置各洒下1朵落花，落花持续8秒，小队目标踩中后恢复气血值和10%内力值，敌对目标踩中锁足3秒。,407,1.0.0.3931,
离经易道,4,清疏,每次施展疗伤招式，自身获得1层“清疏”效果，积累到5层时，则为自身10尺范围内小队成员回复气血值。若疗伤招式会心，则额外获得1层“清疏”效果。,3011,1.0.0.3931,
离经易道,4,厥阴指,若目标正在运功则进行打断并造成混元性内功伤害，并使其无法施放内功招式，持续4秒。,1513,1.0.0.3931,
离经易道,5,沃土,“春泥护花”不再使目标受到的伤害降低，每层使目标加速率提高5%，不受打断运功、无法施展内功招式效果的影响，施展招式后消耗1层。,413,1.0.0.3931,
离经易道,5,弹梦,“春泥护花”不受被击消耗和卸除影响，持续12秒。,4501,1.0.0.3931,
离经易道,5,南柯,“春泥护花”的伤害减免效果提高15%。,3014,1.0.0.3931,
离经易道,5,微潮,“长针”命中有自身“握针”持续效果的目标，为目标及其半径15尺内所有友方小队成员添加“握针”效果。,396,1.0.0.3931,
离经易道,6,千机,若太素九针会心或成功运功长针，自身将获得“内舍”气劲，每层使基础疗伤成效提高3%，可叠加5层。,3003,1.0.0.3931,
离经易道,6,不舍,“握针”每跳回复玩家目标1%的内力，若自身存在“握针”效果，受到攻击有15%几率使下一个“提针”无需运功，持续30秒。,11825,1.0.0.3931,
离经易道,6,生花,“提针”“长针”作用目标不是自身，则对自身额外造成50%治疗效果。,13437,1.0.0.3931,
离经易道,6,秋毫,“清心静气”调息时间增加至30秒，施展后为友方目标添加7层“毫针”效果；使目标受到攻击后立刻恢复自身6%气血，触发一次则消失一层，持续15秒。,3007,1.0.0.3931,
离经易道,7,束彼,“彼针”可以为目标及其半径15尺范围内的小队成员造成治疗效果。,4573,1.0.0.3931,
离经易道,7,书离,“提针”施展后为目标添加一层“毫针”效果，最多叠加7层；使目标受到攻击后立刻恢复自身6%气血，触发一次则消失一层。,326,1.0.0.3931,
离经易道,7,踏冰,“提针”能够为友方目标卸除阳性不利效果、阴性不利效果、混元不利效果、毒性不利效果、点穴不利效果各一个。,395,1.0.0.3931,
离经易道,7,星移,“星楼月影”调息时间降低3秒，不受任意招式控制效果影响，持续时间增加1秒。,1520,1.0.0.3931,
离经易道,8,渐催,“提针”“长针”对气血值低于40%的目标会心几率提高60%。,3005,1.0.0.3931,
离经易道,8,池月,施展“水月无间”后“布散”效果持续时间额外提高10秒。,7234,1.0.0.3931,
离经易道,8,金屋,施展“太阴指”后，受到的伤害降低30%，持续8秒。,4546,1.0.0.3931,
离经易道,8,清露,“利针”无调息时间，内力消耗降低50%，额外卸除敌方目标阴性、混元性、阳性、毒性气劲各一个，友方目标阴性、混元性、阳性、毒性、点穴不利效果各一个。,9522,1.0.0.3931,
离经易道,8,枕风,治疗招式命中15尺外的目标，自身有35%几率获得一层“毫针”效果。,13440,1.0.0.3931,
离经易道,9,述怀,“彼针”命中目标后，目标每3秒回复231点气血值，持续3秒。,3000,1.0.0.3931,
离经易道,9,煮茗,“握针”治疗效果提高20%，若目标气血值低于40%，施展“握针”立刻吞噬“握针”效果，最多每8秒触发一次。,4501,1.0.0.3931,
离经易道,9,寒清,“握针”持续时间增加6秒，受到伤害有80%几率使下一跳“握针”效果立刻生效。,7212,1.0.0.3931,
离经易道,9,金针,受到的“锁足”“定身”“眩晕”“击倒”控制效果持续时间降低20%。,1521,1.0.0.3931,
离经易道,9,知寒,“布散”效果持续期间，每次受到伤害时，消耗0.4%内力以格挡自身最大气血值0.6%的伤害值。只在内力值高于30%时生效。,14147,1.0.0.3931,
离经易道,10,零落,“彼针”命中有自身“握针”效果的目标，刷新握针的持续时间。,3017,1.0.0.3931,
离经易道,10,生脉,“水月无间”效果期间使自身免疫控制(击退和被拉除外)和封内效果的影响，且运功不会被打断，持续6秒。,399,1.0.0.3931,
离经易道,10,流溢,自身气血值每降低20%，基础疗伤成效提高10%，受到伤害降低10%。,7229,1.0.0.3931,
离经易道,10,沁莲,“春泥护花”调息时间降低5秒，给友方目标施展“春泥护花”自身也将获得“春泥护花”效果。,13436,1.0.0.3931,
离经易道,10,舒络,自身4秒内连续治疗同一目标超过两次时，获得专注效果，自身会心几率提高8%，会心效果提高8%，持续5秒，更换治疗目标后效果消失。,14144,1.0.0.3931,
离经易道,11,遥归,“水月无间”变为两层充能招式，额外使2个招式无需运功，并立刻回复自身10%内力值。,9525,1.0.0.3931,
离经易道,11,砚悬,“彼针”调息时间降低2秒，作用范围增加5尺。,7242,1.0.0.3931,
离经易道,11,夏风,“听风吹雪”调息时间降低10秒，额外气血恢复效果提高至40%。,2998,1.0.0.3931,
离经易道,11,轻鸿,“太阴指”变为2层充能技能，充能时间17秒，但无法被“春泥护花”重置调息时间。,1515,1.0.0.3931,
离经易道,11,望邪,“布散”效果持续期间，自身施展疗伤技能额外消耗1%的内力，额外使其回复气血值。,1522,1.0.0.3931,
离经易道,12,展秋,“彼针”命中气血值低于35%的目标额外触发30%疗伤效果。,1518,1.0.0.3931,
离经易道,12,青屋,“春泥护花”持续期间受到的治疗超过目标气血最大值的20%，将直接恢复目标10%气血最大值。,4510,1.0.0.3931,
离经易道,12,风荷,受到任何伤害导致自身气血值低于40%，立刻重置“听风吹雪”调息时间，该效果最多每1分钟触发一次。,7226,1.0.0.3931,
离经易道,12,折叶笼花,守护友方玩家目标生命，期间目标受到的治疗效果提高45%，受到伤害降低30%，效果正常结束后，回复目标25%气血，可通过牺牲“笼花”效果来使目标免于重伤，触发后该效果消失并回复目标50%气血最大值，最多持续12秒。,7510,1.0.0.3931,
离经易道,12,大针,消耗自身当前30%气血值，使得目标回复5%最大内力值，随后使得目标当前和最大气血值同时提高100%，每秒回复最大气血值的3%，持续6秒。,14148,1.0.0.3931,
花间游,1,烟霞,“阳明指”的会心几率提高10%，会心效果提高10%。,4219,1.0.0.3931,
花间游,1,弹指,“快雪时晴”的会心几率提高10%，会心效果提高10%。,4564,1.0.0.3931,
花间游,1,少阳指,施展“商阳指”使目标移动速度降低60%，持续4秒。,1517,1.0.0.3931,
花间游,2,雪中行,“玉石俱焚”吞噬目标持续伤害后，使自身下一个“阳明指”“商阳指”“钟林毓秀”“兰摧玉折”施展后瞬间造成伤害，且使“快雪时晴”下5跳的伤害提高。,4519,1.0.0.3931,
花间游,2,放歌,“钟林毓秀”“兰摧玉折”每跳有30%几率使下一个“阳明指”无需运功，持续30秒，可叠加3层。,3015,1.0.0.3931,
花间游,2,闲垂影,“玉石俱焚”命中目标则定身5秒。,411,1.0.0.3931,
花间游,3,列宿,运功不会被打退且运功期间受到攻击有50%几率使自身获得“春泥护花”效果。,3015,1.0.0.3931,
花间游,3,风烟翠,“阳明指”命中附带自身持续伤害效果的目标，可将该效果添加给目标半径8尺内的最多5个目标。,3016,1.0.0.3931,
花间游,3,倚天,若目标存在自身的“兰摧玉折”不利状态，则无视目标20%内功防御等级且每跳恢复自身0.75%内力值。,7209,1.0.0.3931,
花间游,3,清风垂露,为友方目标卸除阳性不利效果、阴性不利效果、混元不利效果、毒性不利效果、点穴不利效果、持续伤害不利效果各一个。,1523,1.0.0.3931,
花间游,4,束发,“兰摧玉折”持续期间额外降低目标10%化劲等级。,4573,1.0.0.3931,
花间游,4,焚玉,目标身上每存在一个自身的持续性伤害效果，则“快雪时晴”对该目标的伤害提高8%。,411,1.0.0.3931,
花间游,4,潜催,“玉石俱焚”可以吞噬目标半径8尺内额外5个目标身上属于自身的持续伤害。,3012,1.0.0.3931,
花间游,4,厥阴指,若目标正在运功则进行打断并造成混元性内功伤害，并使其无法施放内功招式，持续4秒。,1513,1.0.0.3931,
花间游,5,青歌,“快雪时晴”每0.6秒造成一次伤害，持续3秒。,2999,1.0.0.3931,
花间游,5,折花,“阳明指”命中有自身“商阳指”持续伤害效果的目标将吞噬“商阳指”效果。,11823,1.0.0.3931,
花间游,5,踏莲,“芙蓉并蒂”伤害提高100%，调息时间降低10秒，定身效果持续时间延长1秒。,7252,1.0.0.3931,
花间游,5,星影,“春泥护花”施展给队友，则下一次“春泥护花”调息时间降低16秒。,413,1.0.0.3931,
花间游,6,青冠,“阳明指”“快雪时晴”命中有自身混元持续伤害效果的目标，每个持续伤害效果使“阳明指”“快雪时晴”会心几率提高5%，会心效果提高5%。,4492,1.0.0.3931,
花间游,6,寒碧,若目标身上没有“钟林毓秀”效果，则“阳明指”附带“钟林毓秀”。,408,1.0.0.3931,
花间游,6,寒血,若“兰摧玉折”被卸除，则会立刻给卸除者添加“兰摧玉折”效果。,1514,1.0.0.3931,
花间游,6,生风,“钟林毓秀”“兰摧玉折”会心几率提高10%，会心效果提高10%，运功时间降低0.5秒，可以在移动中施展。,11824,1.0.0.3931,
花间游,7,寒笙,“商阳指”伤害提高10%，效果持续时间增加至24秒，持续时间增加效果无法与同类效果叠加。,11827,1.0.0.3931,
花间游,7,清流,自身对“兰摧玉折”标记目标伤害提升10%。,3017,1.0.0.3931,
花间游,7,雪月,“兰摧玉折”持续期间降低目标20%的内外功基础攻击力。,3403,1.0.0.3931,
花间游,7,春寒,“乱洒青荷”调息时间降低25秒，持续期间自身会心率提高20%。,405,1.0.0.3931,
花间游,8,秋毫,“清心静气”调息时间增加至30秒，施展后为友方目标添加7层“毫针”效果；使目标受到攻击后立刻恢复自身6%气血，触发一次则消失一层，持续15秒。,3007,1.0.0.3931,
花间游,8,雪弃,“快雪时晴”若只命中一个目标，伤害提高30%。,2999,1.0.0.3931,
花间游,8,金屋,施展“太阴指”后，受到的伤害降低30%，持续8秒。,4546,1.0.0.3931,
花间游,8,春脉,目标身上每存在一个自身的持续伤害效果，施展“玉石俱焚”则卸除目标混元、阳性、阴性、毒性有益气劲各一个。,1516,1.0.0.3931,
